project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1518000,-,1464,Strata,06 to 10,1037,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1092700,-,506,Strata,26 to 30,2160,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1321600,-,700,Strata,21 to 25,1889,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1172000,-,764,Strata,01 to 05,1534,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1557100,-,915,Strata,11 to 15,1702,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1172000,-,775,Strata,06 to 10,1512,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1102000,-,624,Strata,21 to 25,1765,Feb-17
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1500000,-,1346,Strata,06 to 10,1115,Feb-17
KIM KEAT LODGE,KIM KEAT ROAD,Apartment,12,RCR,Freehold,Resale,1,1188000,-,1378,Strata,01 to 05,862,Feb-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2018000,-,1755,Strata,01 to 05,1150,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1774000,-,1195,Strata,06 to 10,1485,Feb-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1802000,-,1249,Strata,21 to 25,1443,Feb-17
PAPILLON,JALAN RAMA RAMA,Apartment,12,RCR,Freehold,Resale,1,1250000,-,1227,Strata,11 to 15,1019,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,775000,-,441,Strata,16 to 20,1756,Feb-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,2660000,-,2045,Strata,36 to 40,1301,Feb-17
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,2500000,-,2110,Strata,01 to 05,1185,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1254000,-,775,Strata,16 to 20,1618,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,06 to 10,1746,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1390000,-,807,Strata,11 to 15,1722,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1056000,-,624,Strata,21 to 25,1691,Feb-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1553000,-,1055,Strata,21 to 25,1472,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1361000,-,947,Strata,06 to 10,1437,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1313400,-,700,Strata,21 to 25,1877,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,826000,-,495,Strata,16 to 20,1668,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,966000,-,624,Strata,06 to 10,1547,Feb-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1540000,-,915,Strata,11 to 15,1683,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1270000,-,797,Strata,01 to 05,1594,Feb-17
REGENT RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,Resale,1,1700000,-,1615,Strata,26 to 30,1053,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,16 to 20,1746,Feb-17
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,2198000,-,1475,Strata,31 to 35,1491,Feb-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1340000,-,797,Strata,01 to 05,1682,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1114300,-,657,Strata,26 to 30,1697,Feb-17
WAI WING CENTRE,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1060000,-,1292,Strata,06 to 10,821,Feb-17
CHELSEA GROVE,MARTABAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1080000,-,980,Strata,01 to 05,1103,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,897000,892000,506,Strata,21 to 25,1763,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1833000,1828000,1076,Strata,11 to 15,1698,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,785000,-,484,Strata,06 to 10,1621,Feb-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1821848,-,1044,Strata,16 to 20,1745,Feb-17
AVA TOWERS,AVA ROAD,Apartment,12,RCR,Freehold,Resale,1,1150000,-,1281,Strata,16 to 20,898,Feb-17
CALARASI,KIM KEAT LANE,Apartment,12,RCR,Freehold,Resale,1,1250000,-,1184,Strata,16 to 20,1056,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1539100,-,904,Strata,36 to 40,1702,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1889000,-,1076,Strata,16 to 20,1755,Feb-17
MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1570000,-,1292,Strata,01 to 05,1215,Feb-17
BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,1130000,-,1076,Strata,11 to 15,1050,Feb-17
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1200000,-,915,Strata,31 to 35,1312,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,822000,-,495,Strata,16 to 20,1660,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1337000,-,807,Strata,11 to 15,1656,Feb-17
D'LOTUS,LORONG AMPAS,Apartment,12,RCR,Freehold,Resale,1,1088899,-,1066,Strata,01 to 05,1022,Feb-17
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Sub Sale,1,1050000,-,700,Strata,11 to 15,1501,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1642000,-,1076,Strata,26 to 30,1525,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1594800,-,904,Strata,06 to 10,1764,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1155000,1150000,764,Strata,01 to 05,1505,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1423600,-,904,Strata,21 to 25,1574,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1400000,-,807,Strata,16 to 20,1734,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,864000,-,495,Strata,16 to 20,1745,Feb-17
MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1390000,-,1227,Strata,06 to 10,1133,Feb-17
FORTE SUITES,MERGUI ROAD,Apartment,8,RCR,Freehold,New Sale,1,1084600,-,603,Strata,16 to 20,1799,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1601200,-,1044,Strata,21 to 25,1534,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1112700,-,721,Strata,11 to 15,1543,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1042000,-,624,Strata,11 to 15,1669,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1288000,-,753,Strata,21 to 25,1709,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1473800,-,904,Strata,26 to 30,1630,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,747000,-,441,Strata,11 to 15,1693,Feb-17
PINNACLE 16,SHAN ROAD,Apartment,12,RCR,Freehold,Resale,1,878000,-,592,Strata,16 to 20,1483,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1282300,-,635,Strata,21 to 25,2019,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,740000,-,431,Strata,21 to 25,1719,Feb-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1780000,-,1507,Strata,06 to 10,1181,Feb-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1800000,-,1507,Strata,16 to 20,1194,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1288000,-,753,Strata,21 to 25,1709,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1305300,-,700,Strata,16 to 20,1866,Feb-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,2067000,-,1238,Strata,01 to 05,1670,Feb-17
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Sub Sale,1,2400000,-,1313,Strata,36 to 40,1828,Feb-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1400000,-,678,Strata,26 to 30,2064,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,728000,-,431,Strata,16 to 20,1691,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1079400,-,506,Strata,21 to 25,2134,Feb-17
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1678950,-,861,Strata,31 to 35,1950,Feb-17
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,888888,-,570,Strata,16 to 20,1558,Feb-17
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1820000,-,1421,Strata,26 to 30,1281,Feb-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1416000,-,829,Strata,21 to 25,1708,Feb-17
PARC SOMME,SOMME ROAD,Apartment,8,RCR,99 yrs lease commencing from 2008,Resale,1,565000,-,355,Strata,01 to 05,1591,Jan-17
THE ABERDEEN,JALAN TAMAN,Condominium,12,RCR,Freehold,Resale,1,1370000,-,1302,Strata,06 to 10,1052,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,16 to 20,1746,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1288000,-,753,Strata,26 to 30,1709,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,767000,-,441,Strata,16 to 20,1738,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,21 to 25,1746,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1615600,-,1076,Strata,21 to 25,1501,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,21 to 25,1746,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1288000,-,753,Strata,26 to 30,1709,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,21 to 25,1746,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1288000,-,753,Strata,26 to 30,1709,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1644500,-,1076,Strata,26 to 30,1528,Jan-17
ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,950000,-,689,Strata,01 to 05,1379,Jan-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1997700,-,1109,Strata,16 to 20,1802,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1315600,-,797,Strata,31 to 35,1652,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1154000,-,764,Strata,01 to 05,1510,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1320000,1315000,797,Strata,11 to 15,1651,Jan-17
MERGUI MANSIONS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1408888,-,1432,Strata,06 to 10,984,Jan-17
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1000000,-,775,Strata,11 to 15,1290,Jan-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1075000,-,667,Strata,06 to 10,1611,Jan-17
AVA TOWERS,AVA ROAD,Apartment,12,RCR,Freehold,Resale,1,1230000,-,1281,Strata,16 to 20,960,Jan-17
TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1910000,-,1485,Strata,16 to 20,1286,Jan-17
THE INTERWEAVE,KIM KEAT ROAD,Apartment,12,RCR,Freehold,Resale,1,560000,-,388,Strata,11 to 15,1445,Jan-17
TWIN REGENCY,KIM TIAN ROAD,Condominium,3,RCR,Freehold,Resale,1,2200000,-,1442,Strata,26 to 30,1525,Jan-17
SKYSUITES17,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,600000,-,366,Strata,06 to 10,1639,Jan-17
PRISTINE HEIGHTS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1080000,-,850,Strata,11 to 15,1270,Jan-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,794000,-,484,Strata,31 to 35,1639,Jan-17
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1335000,-,1033,Strata,01 to 05,1292,Jan-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1750000,-,1076,Strata,01 to 05,1626,Jan-17
VIIO @ BALESTIER,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,1300000,-,840,Strata,06 to 10,1548,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1349000,-,797,Strata,16 to 20,1694,Jan-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1735000,-,1507,Strata,06 to 10,1151,Jan-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2001300,-,1109,Strata,16 to 20,1805,Jan-17
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,3438000,-,2831,Strata,41 to 45,1214,Jan-17
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,870000,-,570,Strata,26 to 30,1525,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,2524000,2506000,1572,Strata,11 to 15,1595,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2159700,-,1302,Strata,26 to 30,1658,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,824000,-,484,Strata,16 to 20,1701,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,834000,-,495,Strata,11 to 15,1684,Jan-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1812200,-,915,Strata,26 to 30,1981,Jan-17
FORTE SUITES,MERGUI ROAD,Apartment,8,RCR,Freehold,New Sale,1,1234400,-,678,Strata,06 to 10,1820,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,800787,-,753,Strata,01 to 05,1063,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,774534,-,753,Strata,01 to 05,1028,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,3998000,3993000,2347,Strata,21 to 25,1702,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,775000,770000,484,Strata,01 to 05,1590,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,742000,-,431,Strata,16 to 20,1723,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,703910,-,689,Strata,11 to 15,1022,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,786000,781000,484,Strata,06 to 10,1612,Jan-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1320100,-,635,Strata,26 to 30,2079,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,828000,-,484,Strata,21 to 25,1709,Jan-17
KENTISH GREEN,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,1180000,-,1324,Strata,01 to 05,891,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,670273,-,689,Strata,01 to 05,973,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,779798,-,753,Strata,06 to 10,1035,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,684699,-,689,Strata,01 to 05,994,Jan-17
RIVERSIDE MELODIES,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1377000,-,1076,Strata,11 to 15,1279,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,665488,-,689,Strata,01 to 05,966,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,769338,-,753,Strata,01 to 05,1021,Jan-17
ASCENT @ 456,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,811315,-,753,Strata,06 to 10,1077,Jan-17
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1410000,-,1195,Strata,06 to 10,1180,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,732000,-,431,Strata,21 to 25,1700,Jan-17
VIIO @ BALESTIER,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,1272991,-,840,Strata,01 to 05,1516,Jan-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,2900000,-,1690,Strata,11 to 15,1716,Jan-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1118000,-,721,Strata,11 to 15,1550,Jan-17
VIIO @ BALESTIER,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,1212000,-,840,Strata,06 to 10,1444,Jan-17
VIIO @ BALESTIER,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,1197000,-,840,Strata,01 to 05,1426,Jan-17
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1100000,-,678,Strata,21 to 25,1622,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1176000,-,775,Strata,11 to 15,1517,Jan-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1435300,-,904,Strata,21 to 25,1587,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,725000,-,441,Strata,11 to 15,1643,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,903000,898000,506,Strata,21 to 25,1775,Jan-17
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,950000,-,689,Strata,16 to 20,1379,Jan-17
KENT RESIDENCES,KENT ROAD,Apartment,8,RCR,Freehold,Resale,1,875000,-,818,Strata,06 to 10,1070,Jan-17
PEARL BANK APARTMENT,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 1970,Resale,1,1180000,-,1755,Strata,11 to 15,673,Jan-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1713481,-,883,Strata,31 to 35,1941,Jan-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2156200,-,1152,Strata,16 to 20,1872,Jan-17
PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,565000,-,377,Strata,16 to 20,1500,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1289000,-,797,Strata,06 to 10,1618,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1166000,-,775,Strata,06 to 10,1505,Jan-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,978000,-,624,Strata,06 to 10,1567,Jan-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1358000,-,947,Strata,06 to 10,1434,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,894000,889000,506,Strata,21 to 25,1757,Jan-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,766000,761000,484,Strata,01 to 05,1571,Jan-17
THE TIER,PEGU ROAD,Apartment,12,RCR,Freehold,Resale,1,728000,-,538,Strata,06 to 10,1353,Dec-16
LOFT @ RANGOON,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,640000,-,452,Strata,01 to 05,1416,Dec-16
VIIO @ BALESTIER,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,1238000,-,840,Strata,06 to 10,1475,Dec-16
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1560000,-,1238,Strata,06 to 10,1260,Dec-16
RIVERSIDE MELODIES,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1366000,-,1076,Strata,11 to 15,1269,Dec-16
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,792000,-,484,Strata,11 to 15,1635,Dec-16
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1068000,-,624,Strata,21 to 25,1711,Dec-16
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,767000,-,441,Strata,16 to 20,1738,Dec-16
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1896800,-,1076,Strata,16 to 20,1762,Dec-16
