project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1373000,-,1012,Strata,06 to 10,1357,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,888000,-,678,Strata,06 to 10,1309,Jan-21
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1250000,-,1119,Strata,01 to 05,1117,Jan-21
SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,960000,-,1238,Strata,01 to 05,776,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,859000,-,592,Strata,01 to 05,1451,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,890000,-,581,Strata,06 to 10,1531,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,965000,-,657,Strata,06 to 10,1470,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,778200,-,635,Strata,01 to 05,1225,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,798900,-,635,Strata,06 to 10,1258,Jan-21
CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1790000,-,2110,Strata,06 to 10,848,Jan-21
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,960000,-,1044,Strata,01 to 05,919,Jan-21
MODENA,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1068000,-,1356,Strata,01 to 05,787,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1618000,-,1690,Strata,01 to 05,957,Jan-21
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1320000,-,1098,Strata,01 to 05,1202,Jan-21
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1150000,-,1184,Strata,11 to 15,971,Jan-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1420000,-,1152,Strata,06 to 10,1233,Jan-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1438000,-,1163,Strata,11 to 15,1237,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,920000,-,721,Strata,01 to 05,1276,Jan-21
EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1810000,-,2314,Strata,06 to 10,782,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2153000,-,1711,Strata,06 to 10,1258,Jan-21
NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1080000,-,1227,Strata,06 to 10,880,Jan-21
OCEAN FRONT SUITES,JALAN LOYANG BESAR,Apartment,17,OCR,946 yrs lease commencing from 1937,Resale,1,580000,-,409,Strata,01 to 05,1418,Jan-21
CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1730000,-,1550,Strata,01 to 05,1116,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,985000,-,678,Strata,06 to 10,1453,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2065000,-,1722,Strata,01 to 05,1199,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1137000,-,818,Strata,06 to 10,1390,Jan-21
SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1160000,-,1195,Strata,01 to 05,971,Jan-21
THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1080000,-,1238,Strata,11 to 15,872,Jan-21
CASA AL MARE,JALAN LOYANG BESAR,Apartment,17,OCR,Freehold,New Sale,1,1301000,-,775,Strata,01 to 05,1679,Jan-21
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1500000,-,1432,Strata,01 to 05,1048,Jan-21
KEW GREEN,KEW CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1994,Resale,1,2350000,-,3466,Strata,-,678,Jan-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,725000,-,570,Strata,01 to 05,1271,Jan-21
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,963000,-,969,Strata,06 to 10,994,Jan-21
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1280000,-,1227,Strata,16 to 20,1043,Jan-21
EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,890000,-,1302,Strata,01 to 05,683,Jan-21
CASAFINA,BEDOK SOUTH AVENUE 1,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1165000,-,1324,Strata,01 to 05,880,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,897000,-,592,Strata,06 to 10,1515,Jan-21
URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,1288000,-,1044,Strata,01 to 05,1234,Jan-21
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1235000,-,1227,Strata,11 to 15,1006,Jan-21
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,938000,-,1055,Strata,01 to 05,889,Jan-21
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1320000,-,1216,Strata,16 to 20,1085,Jan-21
LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,840000,-,915,Strata,11 to 15,918,Jan-21
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,940000,-,969,Strata,01 to 05,970,Jan-21
EASTWOOD GREEN,EASTWOOD ROAD,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1075000,-,1173,Strata,01 to 05,916,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1658000,-,1238,Strata,01 to 05,1339,Jan-21
SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,970000,-,1227,Strata,01 to 05,790,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1263000,-,915,Strata,06 to 10,1380,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1281000,-,915,Strata,06 to 10,1400,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1708000,-,1238,Strata,11 to 15,1380,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,973000,-,678,Strata,01 to 05,1435,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,973000,-,678,Strata,01 to 05,1435,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1114000,-,818,Strata,01 to 05,1362,Jan-21
CASCADALE,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1300000,-,1302,Strata,01 to 05,998,Jan-21
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,820000,-,775,Strata,06 to 10,1058,Jan-21
CASAFINA,BEDOK SOUTH AVENUE 1,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,830000,-,926,Strata,01 to 05,897,Jan-21
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1260000,-,1292,Strata,01 to 05,975,Jan-21
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1580000,-,2099,Strata,16 to 20,753,Jan-21
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1530000,-,2164,Strata,06 to 10,707,Jan-21
DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,980000,-,936,Strata,06 to 10,1046,Jan-21
SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,925000,-,904,Strata,06 to 10,1023,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1065000,-,904,Strata,06 to 10,1178,Jan-21
ELIAS GREEN,ELIAS GREEN,Condominium,18,OCR,99 yrs lease commencing from 1991,Resale,1,985000,-,1518,Strata,01 to 05,649,Jan-21
STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,560000,-,431,Strata,01 to 05,1301,Jan-21
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,843300,-,743,Strata,06 to 10,1135,Jan-21
SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1200000,-,1195,Strata,06 to 10,1004,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1374000,-,1033,Strata,01 to 05,1330,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,945000,-,657,Strata,01 to 05,1439,Jan-21
PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,1065000,-,1119,Strata,06 to 10,951,Jan-21
PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,540000,-,517,Strata,01 to 05,1045,Jan-21
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,690000,-,958,Strata,06 to 10,720,Jan-21
HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,569000,-,484,Strata,01 to 05,1175,Jan-21
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1600000,-,1668,Strata,01 to 05,959,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1387000,-,1033,Strata,01 to 05,1342,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1516000,-,1087,Strata,11 to 15,1394,Jan-21
CHANGI COURT,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1400000,-,1389,Strata,01 to 05,1008,Jan-21
LOYANG VALLEY,LOYANG AVENUE,Condominium,17,OCR,99 yrs lease commencing from 1982,Resale,1,1100000,-,1421,Strata,01 to 05,774,Jan-21
CASA FLORA,SALAM WALK,Condominium,16,OCR,Freehold,Resale,1,1518000,-,1561,Strata,01 to 05,973,Jan-21
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1630000,-,1475,Strata,11 to 15,1105,Jan-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1450000,-,1227,Strata,01 to 05,1182,Jan-21
LOYANG VALLEY,LOYANG AVENUE,Condominium,17,OCR,99 yrs lease commencing from 1982,Resale,1,1070000,-,1421,Strata,01 to 05,753,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1735000,-,1281,Strata,11 to 15,1354,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1474000,-,1033,Strata,06 to 10,1426,Jan-21
CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1160888,-,1324,Strata,01 to 05,877,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1400000,-,1346,Strata,01 to 05,1041,Jan-21
CASAFINA,BEDOK SOUTH AVENUE 1,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1270000,-,1378,Strata,01 to 05,922,Jan-21
DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1000000,-,936,Strata,11 to 15,1068,Jan-21
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,900000,-,581,Strata,11 to 15,1548,Jan-21
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1060000,-,1066,Strata,16 to 20,995,Jan-21
PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,2150000,-,3757,Strata,01 to 05,572,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,899000,-,667,Strata,06 to 10,1347,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2090000,-,1722,Strata,06 to 10,1214,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1191000,-,883,Strata,06 to 10,1349,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1505000,-,1033,Strata,11 to 15,1456,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1341000,-,1012,Strata,11 to 15,1325,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,878000,-,721,Strata,01 to 05,1217,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,975000,-,678,Strata,06 to 10,1438,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1013200,-,904,Strata,01 to 05,1121,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1349000,-,1033,Strata,01 to 05,1305,Jan-21
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,600000,-,527,Strata,11 to 15,1138,Jan-21
CHANGI GREEN,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1180000,-,1055,Strata,06 to 10,1119,Jan-21
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,930000,-,829,Strata,11 to 15,1122,Jan-21
BEDOK COURT,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1800000,-,2465,Strata,01 to 05,730,Jan-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,Sub Sale,1,932000,-,560,Strata,06 to 10,1665,Jan-21
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1058000,-,1281,Strata,06 to 10,826,Jan-21
CASCADALE,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1370000,-,1561,Strata,01 to 05,878,Jan-21
ECO,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,1650000,-,1259,Strata,01 to 05,1310,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,711000,-,527,Strata,01 to 05,1348,Jan-21
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,918000,-,936,Strata,01 to 05,980,Jan-21
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,980000,-,883,Strata,11 to 15,1110,Jan-21
EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,760000,-,958,Strata,06 to 10,793,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1376000,-,1087,Strata,01 to 05,1266,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1410000,-,1012,Strata,01 to 05,1394,Jan-21
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1000000,-,1281,Strata,01 to 05,781,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,934000,-,721,Strata,01 to 05,1295,Jan-21
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,Sub Sale,1,613000,-,441,Strata,06 to 10,1389,Jan-21
BEDOK COURT,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1890000,-,2271,Strata,11 to 15,832,Jan-21
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1570000,-,1378,Strata,06 to 10,1140,Jan-21
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,778000,-,753,Strata,06 to 10,1033,Jan-21
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1330000,-,1292,Strata,11 to 15,1030,Jan-21
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,950000,-,980,Strata,06 to 10,970,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1438000,-,1087,Strata,06 to 10,1323,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1412000,-,1087,Strata,01 to 05,1299,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1236000,-,915,Strata,01 to 05,1351,Jan-21
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,715000,-,775,Strata,06 to 10,923,Jan-21
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,850000,-,893,Strata,06 to 10,951,Jan-21
THE TAPESTRY,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2017,New Sale,1,1336600,-,990,Strata,11 to 15,1350,Jan-21
THE GALE,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1370000,-,1356,Strata,06 to 10,1010,Jan-21
THE GALE,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,990000,-,1012,Strata,06 to 10,978,Jan-21
DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1680000,-,1550,Strata,06 to 10,1084,Jan-21
THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1388000,-,1464,Strata,06 to 10,948,Jan-21
ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Resale,1,678000,-,527,Strata,01 to 05,1285,Jan-21
UBER 388,UPPER EAST COAST ROAD,Condominium,16,OCR,Freehold,Resale,1,1760000,-,1184,Strata,01 to 05,1486,Jan-21
MODENA,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1280000,-,1528,Strata,01 to 05,837,Jan-21
CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1100000,-,947,Strata,06 to 10,1161,Jan-21
HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,885000,-,969,Strata,01 to 05,914,Jan-21
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1070000,-,1206,Strata,11 to 15,888,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1103000,-,904,Strata,06 to 10,1220,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1269000,-,1033,Strata,01 to 05,1228,Jan-21
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1050000,-,1270,Strata,01 to 05,827,Jan-21
CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,770000,-,926,Strata,01 to 05,832,Jan-21
THE SUMMIT,UPPER EAST COAST ROAD,Condominium,16,OCR,Freehold,Resale,1,1750000,-,1518,Strata,01 to 05,1153,Jan-21
EAST COAST RESIDENCES,UPPER EAST COAST ROAD,Apartment,16,OCR,Freehold,Resale,1,1200000,-,872,Strata,01 to 05,1376,Jan-21
ELIAS GREEN,ELIAS GREEN,Condominium,18,OCR,99 yrs lease commencing from 1991,Resale,1,1000000,-,1485,Strata,01 to 05,673,Jan-21
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,2050000,-,3154,Strata,06 to 10,650,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,713000,-,527,Strata,01 to 05,1352,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1446000,-,1012,Strata,06 to 10,1429,Jan-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,2268000,-,1453,Strata,01 to 05,1561,Dec-20
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1784000,-,1324,Strata,01 to 05,1347,Dec-20
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1060000,-,1270,Strata,06 to 10,835,Dec-20
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1450000,-,1378,Strata,01 to 05,1052,Dec-20
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,910000,-,893,Strata,01 to 05,1019,Dec-20
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1200000,-,1163,Strata,06 to 10,1032,Dec-20
CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,830000,-,947,Strata,06 to 10,876,Dec-20
BALLOTA PARK CONDOMINIUM,MARIAM WAY,Condominium,17,OCR,Freehold,Resale,1,1089000,-,1453,Strata,01 to 05,749,Dec-20
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1045000,-,904,Strata,01 to 05,1156,Dec-20
URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,624000,-,441,Strata,06 to 10,1414,Dec-20
EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,870000,-,1141,Strata,06 to 10,762,Dec-20
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,860000,-,797,Strata,11 to 15,1080,Dec-20
OASIS @ ELIAS,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,780000,-,980,Strata,06 to 10,796,Dec-20
THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1082000,-,1238,Strata,01 to 05,874,Dec-20
STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,548000,-,431,Strata,01 to 05,1273,Dec-20
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,840000,-,893,Strata,11 to 15,940,Dec-20
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,770000,-,786,Strata,06 to 10,980,Dec-20
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,630000,-,527,Strata,11 to 15,1194,Dec-20
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,903000,-,980,Strata,01 to 05,922,Dec-20
